StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Pair-1,Pair-2,Pair-3,Pair-4,Pair-5,Pair-6,Pair-7,Pair-8,Pair-9,Pair-10,Pair-11,Pair-12,Pair-13,Pair-14,Pair-15,Pair-16,Pair-17,Pair-18,Pair-19,Pair-20,Pair-21,Pair-22,Pair-23,Pair-24,Pair-25,Pair-26,Pair-27,Pair-28,Pair-29,Pair-30,Pair-31,Pair-32,Pair-33,Pair-34,Pair-35,Q35,Q37,Q27,Q31,Q32
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,Please watch the following videos and select the one that you prefer.,What is your typical device for watching video,"What were your reason for picking one video over another? (eg. audio quality, video quality, video content, etc)",What is your occupation?,What is your age?,What is your gender?
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID26""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28""}","{""ImportId"":""QID30""}","{""ImportId"":""QID43""}","{""ImportId"":""QID44""}","{""ImportId"":""QID45""}","{""ImportId"":""QID46""}","{""ImportId"":""QID48""}","{""ImportId"":""QID47""}","{""ImportId"":""QID49""}","{""ImportId"":""QID50""}","{""ImportId"":""QID51""}","{""ImportId"":""QID52""}","{""ImportId"":""QID53""}","{""ImportId"":""QID54""}","{""ImportId"":""QID40""}","{""ImportId"":""QID42_TEXT""}","{""ImportId"":""QID32_TEXT""}","{""ImportId"":""QID36_TEXT""}","{""ImportId"":""QID37""}"
2021-05-03 01:54:52,2021-05-03 02:15:34,IP Address,*******,100,1241,True,2021-05-03 02:15:35,R_1MXLCXDMKTizicJ,*******,*******,*******,*******,*******,*******,anonymous,EN,Video B1,Video A1,Video B3,Video A1,Video B5,Video A1,Video A1,Video A1,Video A1,Video A1,Video B1,Video A2,Video B3,Video A2,Video A2,Video A2,Video B7,Video A2,Video A2,Video A2,Video B3,Video A2,Video A2,Video A1,Video A2,Video B1,Video A3,"<center. style=""visibility: hidden"">Video B3",Video B4,Video B5,Video B6,Video B7,Video A3,Video A3,Video B10,Desktop/Laptop Computer,mostly mixture of video quality and audio quality. Some were hard choices where one video was better on one axis and another for the other. I chose what I felt I prefered.,Graduate Student,25,Male
2021-05-05 12:52:28,2021-05-05 13:06:35,IP Address,*******,100,847,True,2021-05-05 13:06:36,R_3kGlHPmDlHV4ohr,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video A1,Video A1,Video A1,Video A1,Video A1,Video A1,Video A1,Video A1,Video A1,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video B3,Video A2,Video A2,Video A1,Video A2,Video A3,Video A3,"<center. style=""visibility: hidden"">Video B3",Video A3,Video B5,Video A3,Video B7,Video A3,Video B9,Video B10,"Desktop/Laptop Computer,Smartphone,Tablet",video content,student,27,Male
2021-05-03 11:51:38,2021-05-05 14:31:48,IP Address,*******,100,182410,True,2021-05-05 14:31:49,R_2QXPv4CftcEG3gd,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video A1,Video B3,Video A1,Video B5,Video A1,Video B7,Video A1,Video A1,Video B10,Video A2,Video A2,Video B3,Video A2,Video B5,Video A2,Video B7,Video A2,Video A2,Video B10,Video B3,Video A2,Video A1,Video A1,Video A2,Video B1,Video A3,"<center. style=""visibility: hidden"">Video B3",Video B4,Video B5,Video B6,Video B7,Video A3,Video A3,Video B10,Desktop/Laptop Computer,"Audio and video quality. ",PhD student,25,Female
2021-05-05 12:55:25,2021-05-05 14:54:50,IP Address,*******,100,7164,True,2021-05-05 14:54:50,R_1GIHMesvW3SYj4S,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video A1,Video B3,Video A1,Video A1,Video A1,Video A1,Video A1,Video A1,Video A1,Video A2,Video A2,Video B3,Video B4,Video B5,Video B6,Video B7,Video A2,Video A2,Video B10,Video B3,Video A2,Video A1,Video A1,Video A2,Video B1,Video A3,Video A3,Video A3,Video B5,Video A3,Video B7,Video A3,Video A3,Video A3,"Desktop/Laptop Computer,Smartphone",audio + video quality,"professor of ee ",49,Male
2021-05-05 16:01:54,2021-05-05 16:29:51,IP Address,*******,100,1677,True,2021-05-05 16:29:52,R_1oyRKD8ZEdZdnvp,*******,*******,*******,*******,*******,*******,anonymous,EN,Video B1,Video A1,Video B3,Video B4,Video B5,Video B6,Video B7,Video A1,Video A1,Video B10,Video B1,Video A2,Video B3,Video A2,Video A2,Video B6,Video A2,Video A2,Video A2,Video B10,Video B3,Video A2,Video A1,Video A1,Video A2,Video B1,Video A3,"<center. style=""visibility: hidden"">Video B3",Video B4,Video B5,Video B6,Video B7,Video A3,Video A3,Video B10,Desktop/Laptop Computer,"Piortize video that feels ""natural"" and audio. Willing to sacrifice some audio quality for video quality as long as speaker is still comprehensible.",Graduate Student,24,Male
2021-05-05 17:18:38,2021-05-05 17:49:21,IP Address,*******,100,1842,True,2021-05-05 17:49:22,R_pFMe0AoNnp7w1k5,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video B2,Video A1,Video A1,Video B5,Video A1,Video A1,Video A1,Video A1,Video A1,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video B3,Video A2,Video A2,Video A3,Video A2,Video B1,Video B2,"<center. style=""visibility: hidden"">Video B3",Video A3,Video B5,Video A3,Video A3,Video A3,Video A3,Video A3,"Desktop/Laptop Computer,Smartphone","brightness, audio quality and video quality",Student,23,Male
2021-05-06 01:10:55,2021-05-06 01:42:14,IP Address,*******,100,1879,True,2021-05-06 01:42:14,R_1eWzBNNIAvM1X0P,*******,*******,*******,*******,*******,*******,anonymous,EN,Video B1,Video A1,Video B3,Video A1,Video B5,Video A1,Video A1,Video A1,Video A1,Video A1,Video B1,Video A2,Video B3,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video B3,Video A2,Video A1,Video A3,Video A2,Video B1,Video B2,"<center. style=""visibility: hidden"">Video B3",Video A3,Video B5,Video A3,Video A3,Video A3,Video A3,Video B10,Desktop/Laptop Computer,Both audio and video quality,Academics,54,Male
2021-05-07 10:10:26,2021-05-07 10:32:26,IP Address,*******,100,1319,True,2021-05-07 10:32:27,R_BX0EE0pznZUX7gJ,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video A1,Video A1,Video A1,Video B5,Video A1,Video A1,Video A1,Video A1,Video A1,Video A2,Video A2,Video B3,Video A2,Video B5,Video A2,Video B7,Video A2,Video B9,Video A2,Video B3,Video A2,Video A1,Video A1,Video A2,Video A3,Video A3,"<center. style=""visibility: hidden"">Video B3",Video A3,Video B5,Video A3,Video B7,Video A3,Video A3,Video B10,"Desktop/Laptop Computer,Smartphone","(Shubham Chandak) - Audio quality was super important, although in some cases I was willing to give up the audio quality if the alternate video was too blurry.",Graduate Student,27,Male
2021-05-08 11:21:20,2021-05-08 11:29:18,IP Address,*******,100,478,True,2021-05-08 11:29:18,R_qR5pQmEy6FdPjzj,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video A1,Video A1,Video A1,Video B5,Video A1,Video B7,Video A1,Video B9,Video A1,Video A2,Video A2,Video A2,Video A2,Video B5,Video A2,Video A2,Video A2,Video A2,Video A2,Video B3,Video A2,Video A2,Video A1,Video A2,Video A3,Video B2,"<center. style=""visibility: hidden"">Video B3",Video B4,Video B5,Video B6,Video B7,Video A3,Video B9,Video B10,"Desktop/Laptop Computer,Smartphone",video content,student,23,Female
2021-05-11 11:16:35,2021-05-11 11:32:37,IP Address,*******,100,961,True,2021-05-11 11:32:38,R_povuZqpe82NFfvH,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video A1,Video A1,Video A1,Video B5,Video A1,Video B7,Video A1,Video A1,Video B10,Video A2,Video A2,Video B3,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video A2,Video B3,Video A2,Video A2,Video A1,Video A2,Video B1,Video B2,"<center. style=""visibility: hidden"">Video B3",Video B4,Video B5,Video B6,Video B7,Video A3,Video B9,Video B10,Desktop/Laptop Computer,audio quality,student,24,Male
2021-05-11 11:58:40,2021-05-11 12:34:05,IP Address,*******,100,2125,True,2021-05-11 12:34:05,R_1pQmmxiq0X4VAXj,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video A1,Video B3,Video B4,Video B5,Video B6,Video B7,Video A1,Video A1,Video A1,Video A2,Video A2,Video B3,Video B4,Video A2,Video A2,Video B7,Video A2,Video B9,Video A2,Video B3,Video A2,Video A2,Video A1,Video A2,Video B1,Video A3,"<center. style=""visibility: hidden"">Video B3",Video B4,Video B5,Video B6,Video B7,Video A3,Video A3,Video B10,Smartphone,"Audio and video synchrony, audio quality and video smoothness",Software developer,27,Male
2021-05-12 02:30:35,2021-05-12 02:41:07,IP Address,*******,100,632,True,2021-05-12 02:41:07,R_RwchOZFz06tFcRz,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video A1,Video B3,Video A1,Video A1,Video A1,Video B7,Video A1,Video A1,Video A1,Video B1,Video A2,Video B3,Video A2,Video B5,Video A2,Video B7,Video A2,Video A2,Video B10,Video B3,Video A2,Video A1,Video A1,Video A2,Video A3,Video B2,"<center. style=""visibility: hidden"">Video B3",Video B4,Video B5,Video A3,Video B7,Video A3,Video A3,Video B10,Desktop/Laptop Computer,"1) Audio quality, 2) Video quality, 3) Video content",PhD Student,29,Male
2021-05-11 13:55:14,2021-05-12 20:39:00,IP Address,*******,100,110626,True,2021-05-12 20:39:00,R_Wv1q1L76gkf7Evn,*******,*******,*******,*******,*******,*******,anonymous,EN,Video B1,Video A1,Video B3,Video A1,Video A1,Video A1,Video A1,Video A1,Video A1,Video A1,Video B1,Video A2,Video B3,Video A2,Video B5,Video A2,Video B7,Video A2,Video A2,Video A2,Video B2,Video A2,Video A1,Video A3,Video A3,Video B1,Video A3,Video A3,Video A3,Video A3,Video B6,Video A3,Video A3,Video A3,Video A3,Desktop/Laptop Computer,video quality and content,Graduate student,34,Prefer not to say
2021-05-11 22:31:24,2021-05-13 16:19:11,IP Address,*******,100,150466,True,2021-05-13 16:19:12,R_2e8twMfwvEz67XG,*******,*******,*******,*******,*******,*******,anonymous,EN,Video A1,Video A1,Video A1,Video B4,Video A1,Video B6,Video B7,Video A1,Video A1,Video A1,Video A2,Video A2,Video A2,Video A2,Video B5,Video B6,Video B7,Video A2,Video A2,Video A2,Video B3,Video A2,Video A2,Video A1,Video A2,Video A3,Video A3,Video A3,Video B4,Video B5,Video B6,Video B7,Video A3,Video A3,Video A3,Desktop/Laptop Computer,Video quality,Graduate Student Researecher,32,Female
